id,city,area,property_type,bedrooms,bathrooms,nightly_price_usd,review_score,occupancy_rate,distance_to_beach_km,distance_to_airport_km,num_reviews,amenities,annual_revenue_usd,property_price_usd,roi_pct,investment_score,latitude,longitude
DXB0574,Dubai,Palm Jumeirah,Villa,4,5,1396,4.96,0.63,1.1,26.9,209,Pool|AC|Gym|Doorman|Sea View|WiFi,231127,3037912,7.61,92,25.045,55.0241
DXB0575,Dubai,Silicon Oasis,Studio,3,4,112,4.17,0.65,5.2,12.0,152,WiFi|Balcony|Kitchen|Doorman|Parking|Gym|Sea View|Pool,19132,256743,7.45,84,24.9432,55.0615
DXB0576,Dubai,Silicon Oasis,Penthouse,2,3,437,4.74,0.88,3.0,31.9,226,Gym|Kitchen|Washer|Balcony,101062,1358505,7.44,93,25.2077,55.0097
DXB0577,Dubai,DIFC,Studio,2,2,246,4.25,0.61,0.6,8.3,380,Gym|AC|Balcony|WiFi|Washer|Doorman,39436,490905,8.03,90,24.8491,55.0902
DXB0578,Dubai,DIFC,Villa,4,4,1180,4.85,0.59,6.9,27.9,39,Washer|Kitchen|Pool|Doorman|Sea View,182961,2532110,7.23,87,24.788,55.3142
DXB0579,Dubai,Dubai Marina,Penthouse,0,1,680,4.62,0.61,4.1,20.3,150,Sea View|Washer|WiFi|Kitchen,109009,1422183,7.66,88,24.772,55.0872
DXB0580,Dubai,Business Bay,Villa,0,1,425,4.83,0.51,7.6,24.9,314,Gym|Pool|WiFi|AC|Washer|Kitchen|Balcony|Sea View,56962,675460,8.43,91,25.1511,55.3872
DXB0581,Dubai,Palm Jumeirah,Penthouse,4,3,1995,4.18,0.85,1.1,27.3,343,Parking|AC|Kitchen|WiFi,445643,5913194,7.54,90,25.1066,55.0514
DXB0582,Dubai,JVC,Penthouse,2,2,667,4.0,0.48,5.8,30.5,203,AC|Parking|Gym|Kitchen|Pool|WiFi,84138,1043987,8.06,82,24.93,55.001
DXB0583,Dubai,JBR,Apartment,2,2,277,4.46,0.54,5.8,23.1,206,Sea View|Gym|Doorman|Kitchen|AC,39310,493013,7.97,87,24.9765,55.3972
DXB0584,Dubai,Palm Jumeirah,Penthouse,0,1,967,4.65,0.5,6.7,25.9,42,Balcony|WiFi|Gym|Kitchen|Washer|Parking|Pool|Doorman,127064,1669786,7.61,86,24.9178,55.4276
DXB0585,Dubai,JVC,Townhouse,2,2,320,3.94,0.64,7.1,33.8,345,Sea View|Parking|Pool|Doorman,53821,581374,9.26,91,25.1075,55.2788
DXB0586,Dubai,Dubai Hills,Studio,1,2,112,4.1,0.89,2.5,16.8,377,Balcony|Pool|Sea View|WiFi|Doorman|Washer,26196,354514,7.39,88,24.7836,54.9064
DXB0587,Dubai,JVC,Townhouse,1,1,253,4.97,0.62,2.9,20.6,33,Sea View|Gym|Washer|Parking|Doorman|Balcony|WiFi,41223,491186,8.39,95,24.9644,55.4279
DXB0588,Dubai,JVC,Studio,4,4,160,4.41,0.52,7.9,7.2,288,Sea View|AC|WiFi|Gym,21865,252812,8.65,89,25.0979,55.2572
DXB0589,Dubai,Dubai Marina,Penthouse,1,1,731,4.31,0.82,1.6,24.5,76,Gym|Washer|Sea View|Pool|Kitchen|WiFi|Doorman,157528,2158283,7.3,89,24.9514,55.1748
DXB0590,Dubai,Dubai Marina,Villa,0,1,417,4.7,0.69,2.6,34.9,420,WiFi|Sea View|Balcony|Pool|AC|Parking|Doorman|Washer,75615,972423,7.78,91,24.9612,55.4524
DXB0591,Dubai,Silicon Oasis,Apartment,0,1,92,3.87,0.55,3.4,5.0,113,Washer|Pool|Balcony|Kitchen,13298,152244,8.73,86,25.249,55.4063
DXB0592,Dubai,Deira,Penthouse,4,3,644,4.0,0.51,0.6,32.9,321,WiFi|Gym|Pool|Washer|Kitchen|Doorman|Sea View|Balcony,86314,1151438,7.5,83,24.9583,54.9715
DXB0593,Dubai,Dubai Marina,Villa,1,1,565,4.22,0.63,5.0,8.3,92,Pool|AC|Gym|WiFi|Kitchen,93544,1246024,7.51,84,24.7214,55.4966
DXB0594,Dubai,DIFC,Apartment,0,1,199,3.86,0.54,0.4,29.1,420,Doorman|WiFi|Gym|Balcony|Sea View|Kitchen|Parking,28240,341543,8.27,88,24.9047,55.1665
DXB0595,Dubai,Dubai Hills,Studio,0,1,101,4.41,0.85,6.9,28.3,37,Kitchen|Parking|Washer|Balcony|Gym|Pool|Sea View|WiFi,22561,240549,9.38,99,24.9764,55.4933
DXB0596,Dubai,JVC,Studio,1,1,99,4.98,0.8,2.1,34.8,302,Washer|Kitchen|Parking|WiFi|Gym,20814,263172,7.91,96,25.2145,54.9584
DXB0597,Dubai,Dubai Marina,Villa,0,1,478,4.21,0.45,3.3,29.6,50,Balcony|Parking|Pool|WiFi|Sea View|Washer|AC|Doorman,56528,650373,8.69,87,24.9024,55.3965
DXB0598,Dubai,DIFC,Studio,3,4,214,4.17,0.56,1.9,10.6,215,Parking|WiFi|Doorman|Washer|Sea View|AC|Kitchen,31494,342677,9.19,92,25.0333,55.0748
DXB0599,Dubai,Downtown Dubai,Villa,4,5,995,4.25,0.86,7.3,14.9,50,Doorman|Parking|Sea View|AC,224878,2805036,8.02,92,24.7641,55.472
DXB0600,Dubai,Business Bay,Studio,3,2,158,4.16,0.59,2.6,28.5,264,WiFi|Doorman|Gym|AC|Pool|Balcony|Parking|Kitchen,24498,275384,8.9,90,24.7735,55.2809
